user_id,app_id,comment,recommended
300000,440660,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it feels like a small project with real personality. It does enough well that I would point other people toward it.",True
300000,242050,"I can see why this game has a strong audience. It was easy to keep moving from one objective to the next, and it works well as a solo game. I would play more of it without much hesitation.",True
300000,228320,"This feels like a game with clear strengths and clear weaknesses. It works well as a solo game, and it is easy to enjoy this at your own pace, but the experience still loses momentum in places. I could still recommend it with the right expectations.",True
300000,805500,"It is a decent game, even if it never fully clicked for me. It was easy to keep moving from one objective to the next, and it feels like a small project with real personality, but the experience still loses momentum in places. It is not a must-play, but I can understand why some people enjoy it.",False
300001,1020830,"I had a good time with this one. I had to think through each decision, and building out a character was satisfying. It does enough well that I would point other people toward it.",True
300001,1029340,"I can see why this game has a strong audience. It is easy to pick up for a short session, and it works well when I want something low pressure. I would play more of it without much hesitation.",True
300001,242720,"After a few sessions, this one won me over. It makes sense why people keep returning to it, and matches stayed lively even after a few rounds. It does enough well that I would point other people toward it.",True
300001,570340,"I do not think this came together as well as it could have. I could see some appeal because it works well when I want something low pressure and it is easy to pick up for a short session, but the game still felt too uneven overall. It might work for other people, but it was not for me.",False
300001,291450,"There is a lot to like here, but also a few obvious issues. It feels like a small project with real personality, and the progression system felt rewarding, but the experience still loses momentum in places. I could still recommend it with the right expectations.",True
300002,464450,"After a few sessions, this one won me over. The moment-to-moment gameplay felt sharp, and the gunplay is the main reason I kept playing. I would play more of it without much hesitation.",True
300002,904440,"I had a good time with this one. It has a clear identity instead of feeling generic, and the strategic layer kept me paying attention. For the right player, this is a very easy recommendation.",True
300002,860650,"There is a lot to like here, but also a few obvious issues. It feels like a small project with real personality, and it was easy to keep moving from one objective to the next, but the experience still loses momentum in places. I could still recommend it with the right expectations.",False
300002,612150,"This was a really solid surprise. The combat stayed engaging for a long time, and it has a clear identity instead of feeling generic. It is worth trying if this genre is already in your wheelhouse.",True
300002,761890,"I can see why this game has a strong audience. The strategic layer kept me paying attention, and the progression system felt rewarding. For the right player, this is a very easy recommendation.",True
300003,494220,"I ended up liking this more than I expected. I had to think through each decision, and this feels much better with friends. I would recommend it, especially if the tags already sound appealing to you.",True
300003,33900,"I can see why this game has a strong audience. The systems are detailed enough to stay interesting, and I liked having room to experiment. I would recommend it, especially if the tags already sound appealing to you.",True
300004,1037950,"Parts of it are interesting, but the overall experience felt weak. I could see some appeal because it is easy to pick up for a short session and building out a character was satisfying, but the game still felt too uneven overall. There is something here, but I cannot honestly recommend it as it is.",False
300004,979090,"After a few sessions, this one won me over. It makes sense why people keep returning to it, and the systems are detailed enough to stay interesting. It does enough well that I would point other people toward it.",True
300004,763410,"This was a really solid surprise. It makes sense why people keep returning to it, and matches stayed lively even after a few rounds. It is worth trying if this genre is already in your wheelhouse.",True
300004,458500,"There is a lot to like here, but also a few obvious issues. It works well when i want something low pressure, and it is easy to pick up for a short session, but the experience still loses momentum in places. Whether you like it probably depends on how much you enjoy this genre.",False
300004,46440,"I wanted to like this more than I did. I could see some appeal because the strategic layer kept me paying attention and it is easy to enjoy this at your own pace, but the game still felt too uneven overall. I would wait for a discount before suggesting it to anyone else.",False
300005,334540,"After a few sessions, this one won me over. The combat stayed engaging for a long time, and it does a good job selling the simulation idea. I would recommend it, especially if the tags already sound appealing to you.",True
300005,704840,"I ended up liking this more than I expected. The combat stayed engaging for a long time, and the moment-to-moment gameplay felt sharp. I would recommend it, especially if the tags already sound appealing to you.",True
300005,444880,"I can see why this game has a strong audience. The handling felt good after a short adjustment period, and it is easy to pick up for a short session. It is worth trying if this genre is already in your wheelhouse.",True
300005,572240,"I ended up liking this more than I expected. It has a clear identity instead of feeling generic, and movement feels better than I expected. I would recommend it, especially if the tags already sound appealing to you.",True
300005,284100,"It is a decent game, even if it never fully clicked for me. Survival pressure made the sessions memorable, and resource management added real tension, but the experience still loses momentum in places. I would call it a cautious recommendation at best.",True
300006,449160,"I had a good time with this one. It was easy to keep moving from one objective to the next, and the pacing worked well for an adventure game. It does enough well that I would point other people toward it.",True
300006,857770,"There is a lot to like here, but also a few obvious issues. It has a clear identity instead of feeling generic, and the combat stayed engaging for a long time, but the experience still loses momentum in places. I would call it a cautious recommendation at best.",False
300006,425760,"I had a good time with this one. It works well when i want something low pressure, and it was easy to keep moving from one objective to the next. I would recommend it, especially if the tags already sound appealing to you.",True
300007,394950,"I ended up liking this more than I expected. It has a clear identity instead of feeling generic, and solving things felt satisfying more often than frustrating. I would recommend it, especially if the tags already sound appealing to you.",True
300007,805260,"This is an easy game for me to recommend. It feels like a small project with real personality, and it has a clear identity instead of feeling generic. It does enough well that I would point other people toward it.",True
300007,888800,"I can see why this game has a strong audience. The gunplay is the main reason i kept playing, and it is easy to enjoy this at your own pace. I would play more of it without much hesitation.",True
300007,40320,"After a few sessions, this one won me over. The strategic layer kept me paying attention, and I had to think through each decision. For the right player, this is a very easy recommendation.",True
300008,558340,"This is an easy game for me to recommend. The atmosphere is one of its biggest strengths, and solving things felt satisfying more often than frustrating. I would recommend it, especially if the tags already sound appealing to you.",True
300008,761190,"After a few sessions, this one won me over. I had to think through each decision, and it does a good job selling the simulation idea. For the right player, this is a very easy recommendation.",True
300009,684250,"It is a decent game, even if it never fully clicked for me. It works well when i want something low pressure, and it has a clear identity instead of feeling generic, but the experience still loses momentum in places. There is enough here to keep it interesting, even if it is not an easy recommendation.",True
300009,462590,"I can see why this game has a strong audience. The systems are detailed enough to stay interesting, and it makes sense why people keep returning to it. I would play more of it without much hesitation.",True
300010,672160,"I can see why this game has a strong audience. It works well when i want something low pressure, and it is easy to pick up for a short session. It is worth trying if this genre is already in your wheelhouse.",True
300010,771680,A decent game with some strengths and some obvious rough edges.,False
300010,816190,"This is an easy game for me to recommend. It has a clear identity instead of feeling generic, and it works well when I want something low pressure. I would recommend it, especially if the tags already sound appealing to you.",True
300010,695600,"I enjoyed parts of it more than the whole package. It works well as a solo game, and it does a good job selling the simulation idea, but the experience still loses momentum in places. Whether you like it probably depends on how much you enjoy this genre.",False
300011,841600,"I can see why this game has a strong audience. It was easy to keep moving from one objective to the next, and the moment-to-moment gameplay felt sharp. For the right player, this is a very easy recommendation.",True
300011,402910,"This was not a terrible game, just a disappointing one for me. I could see some appeal because survival pressure made the sessions memorable and the mood is consistent from start to finish, but the game still felt too uneven overall. It might work for other people, but it was not for me.",False
300011,404750,"This feels average to me, though I can still see the appeal for the right player.",True
300012,65560,"This was not a terrible game, just a disappointing one for me. I could see some appeal because the shooting feels responsive enough to carry the game and the gunplay is the main reason I kept playing, but the game still felt too uneven overall. I would only recommend it to someone who is already very into this niche.",False
300012,796130,"Parts of it are interesting, but the overall experience felt weak. I could see some appeal because it is easy to pick up for a short session and it is easy to enjoy this at your own pace, but the game still felt too uneven overall. There is something here, but I cannot honestly recommend it as it is.",False
300012,444590,"I had mixed feelings, but it was still interesting enough to finish a session or two.",True
300012,750070,"There are some good ideas here, but it did not fully work for me. I could see some appeal because it works well as a solo game and I liked juggling the different systems, but the game still felt too uneven overall. It might work for other people, but it was not for me.",False
300013,466240,"Not amazing and not terrible, just a fairly middle-of-the-road experience.",False
300013,743190,"This feels like a game with clear strengths and clear weaknesses. It has a clear identity instead of feeling generic, and matches stayed lively even after a few rounds, but the experience still loses momentum in places. It is not a must-play, but I can understand why some people enjoy it.",False
300013,873390,"I had a good time with this one. The moment-to-moment gameplay felt sharp, and it feels like a small project with real personality. I would play more of it without much hesitation.",True
300013,611660,"It is a decent game, even if it never fully clicked for me. Building out a character was satisfying, and it is easy to enjoy this at your own pace, but the experience still loses momentum in places. There is enough here to keep it interesting, even if it is not an easy recommendation.",False
300014,429360,"This was a really solid surprise. It has a clear identity instead of feeling generic, and matches stayed lively even after a few rounds. I would recommend it, especially if the tags already sound appealing to you.",True
300014,746300,"It was fine overall, even if nothing about it really stood out to me.",True
300014,556640,"After a few sessions, this one won me over. The combat stayed engaging for a long time, and it feels like a small project with real personality. It does enough well that I would point other people toward it.",True
300014,1002830,"This was a really solid surprise. The progression system felt rewarding, and building out a character was satisfying. I would recommend it, especially if the tags already sound appealing to you.",True
300014,232890,"This was a really solid surprise. The co-op side adds a lot of replay value, and the pacing worked well for an adventure game. It is worth trying if this genre is already in your wheelhouse.",True
300015,541420,"This is an easy game for me to recommend. It feels like a small project with real personality, and the moment-to-moment gameplay felt sharp. It is worth trying if this genre is already in your wheelhouse.",True
300015,520910,"After a few sessions, this one won me over. The progression system felt rewarding, and the pacing worked well for an adventure game. I would play more of it without much hesitation.",True
300015,262190,"After a few sessions, this one won me over. The moment-to-moment gameplay felt sharp, and it feels like a small project with real personality. It does enough well that I would point other people toward it.",True
300016,757080,"This is an easy game for me to recommend. The pacing worked well for an adventure game, and it was easy to keep moving from one objective to the next. It does enough well that I would point other people toward it.",True
300016,319450,"I can see why this game has a strong audience. It has a clear identity instead of feeling generic, and it works well as a solo game. I would play more of it without much hesitation.",True
300017,482450,"I ended up liking this more than I expected. It makes sense why people keep returning to it, and the combat stayed engaging for a long time. I would play more of it without much hesitation.",True
300017,622460,"After a few sessions, this one won me over. It has a clear identity instead of feeling generic, and the mood is consistent from start to finish. I would play more of it without much hesitation.",True
