user_id,app_id,comment,recommended
300000,321290,"I had a better time with this than I expected at first. It rewarded patience more than I expected, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300000,517130,"I had a better time with this than I expected at first. It did a lot with its own identity, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300001,234080,"This turned out to be an easy game to recommend. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300001,471810,"This was a strong fit for what I wanted from the genre. It worked well in short sessions, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300002,301610,"This was decent overall, but I still had a few reservations. The core loop worked better than I expected, and it felt easy to settle into what the game was trying to do. I would only recommend it if the genre already appeals to you.",False
300002,6030,"This was a strong fit for what I wanted from the genre. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300003,410320,"This was a strong fit for what I wanted from the genre. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300003,437630,"I had a better time with this than I expected at first. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300004,13560,"I can see why this game has held onto a good reputation. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300004,429720,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300005,895220,"I can see why this game has held onto a good reputation. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300005,212390,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300006,252530,"This turned out to be an easy game to recommend. It never felt too demanding to come back to, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300006,562260,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300007,485610,"I can see why this game has held onto a good reputation. It captured the competitive feel pretty well, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300007,640890,"I had a better time with this than I expected at first. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300008,716490,"I can see why this game has held onto a good reputation. It felt like a small project with real personality, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300008,907470,"This turned out to be an easy game to recommend. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300009,428660,"I can see why this game has held onto a good reputation. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300009,469820,"This was a strong fit for what I wanted from the genre. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300010,208400,"I ended up liking this more than I expected. It did a lot with its own identity, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300010,500260,"I can see why this game has held onto a good reputation. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300011,935880,"I had a better time with this than I expected at first. It never felt too demanding to come back to, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300011,965670,"I ended up liking this more than I expected. It gave me enough room to approach things my own way, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300012,1048100,"I can see why this game has held onto a good reputation. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300012,954870,"This turned out to be an easy game to recommend. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300013,461560,"I ended up liking this more than I expected. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300013,353270,"I can see why this game has held onto a good reputation. It gave me enough room to approach things my own way, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300014,39650,"I can understand why people like this, but I felt mixed on parts of it. It was satisfying to settle into its systems, and it felt easy to settle into what the game was trying to do. It is not for everyone, but I can still see the appeal.",False
300014,632300,"I can see why this game has held onto a good reputation. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300015,1016730,"There is a solid game here, though it did not completely win me over. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. There is enough here to like, even if I would be selective about recommending it.",False
300015,353090,"This turned out to be an easy game to recommend. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300016,819020,"This was a strong fit for what I wanted from the genre. The progression systems kept me interested, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300016,440630,"I can see why this game has held onto a good reputation. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300017,633360,"This turned out to be an easy game to recommend. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300017,251170,"I ended up liking this more than I expected. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300018,286690,"This turned out to be an easy game to recommend. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300018,251230,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300019,466910,"This turned out to be an easy game to recommend. It was easy to pick up and enjoy, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300019,275470,"I had a better time with this than I expected at first. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300020,285010,"I had a better time with this than I expected at first. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300020,727020,"I had a better time with this than I expected at first. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300021,802730,"This has some clear strengths, even if it did not fully click for me. It never felt too demanding to come back to, and it felt easy to settle into what the game was trying to do. There is enough here to like, even if I would be selective about recommending it.",False
300021,245470,"This turned out to be an easy game to recommend. It had a distinct style that made it memorable, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300022,388800,"I can see why this game has held onto a good reputation. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300022,314790,"There is a solid game here, though it did not completely win me over. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I can understand the audience for it, even if I am not fully sold.",False
300023,239820,"This was a strong fit for what I wanted from the genre. It never felt too demanding to come back to, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300023,667870,"I had a better time with this than I expected at first. The core loop worked better than I expected, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300024,623080,"There is a solid game here, though it did not completely win me over. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I could still recommend it with the right expectations.",False
300024,450670,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300025,525040,"I ended up liking this more than I expected. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300025,726590,"I had a better time with this than I expected at first. The matches were easy to stay invested in, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300026,332800,"I ended up liking this more than I expected. It felt like a small project with real personality, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300026,346330,"I can see why this game has held onto a good reputation. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300027,304240,"I had a better time with this than I expected at first. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300027,234190,"I had a better time with this than I expected at first. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300028,420000,"I ended up liking this more than I expected. The management side had a good rhythm, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300028,671720,"I had a better time with this than I expected at first. It worked well in short sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300029,568090,"I had a better time with this than I expected at first. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300029,587620,"I can see why this game has held onto a good reputation. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300030,231160,"I had a better time with this than I expected at first. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300030,377670,"I ended up liking this more than I expected. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300031,298480,"This was decent overall, but I still had a few reservations. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I can understand the audience for it, even if I am not fully sold.",False
300031,429540,"I can see why this game has held onto a good reputation. The core loop worked better than I expected, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300032,505640,"I had a better time with this than I expected at first. It had a distinct style that made it memorable, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300032,213030,"I ended up liking this more than I expected. It felt like a small project with real personality, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300033,812140,"This has some clear strengths, even if it did not fully click for me. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would only recommend it if the genre already appeals to you.",False
300033,650510,"This was a strong fit for what I wanted from the genre. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300034,227080,"This was a strong fit for what I wanted from the genre. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300034,552500,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300035,429680,"I ended up liking this more than I expected. The core loop worked better than I expected, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300035,554310,"This was a strong fit for what I wanted from the genre. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300036,746930,"I had a better time with this than I expected at first. It had a distinct style that made it memorable, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300036,867490,"I can see why this game has held onto a good reputation. It felt like a small project with real personality, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300037,673450,"I liked parts of this, though I do not think it works equally well for everyone. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I can understand the audience for it, even if I am not fully sold.",False
300037,708340,"I liked parts of this, though I do not think it works equally well for everyone. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I can understand the audience for it, even if I am not fully sold.",False
300038,866440,"This was a strong fit for what I wanted from the genre. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300038,214590,"I can see why this game has held onto a good reputation. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300039,509220,"This was a strong fit for what I wanted from the genre. It was easy to pick up and enjoy, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300039,290510,"I had a better time with this than I expected at first. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300040,263020,"I had a better time with this than I expected at first. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300040,20540,"I can see why this game has held onto a good reputation. The decisions felt meaningful more often than not, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300041,405290,"This was a strong fit for what I wanted from the genre. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300041,21010,"This has some clear strengths, even if it did not fully click for me. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I could still recommend it with the right expectations.",False
300042,547360,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300042,80310,"I had a better time with this than I expected at first. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300043,563560,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300043,357780,"This turned out to be an easy game to recommend. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300044,376730,"There is a solid game here, though it did not completely win me over. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I could still recommend it with the right expectations.",False
300044,629220,"There is a solid game here, though it did not completely win me over. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. It is not for everyone, but I can still see the appeal.",False
300045,211340,"I can see why this game has held onto a good reputation. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300045,566860,"This was a strong fit for what I wanted from the genre. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. It does enough well that I would recommend it.",True
300046,404480,"I ended up liking this more than I expected. The sense of progression worked well, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300046,627690,"I had a better time with this than I expected at first. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300047,477160,"This turned out to be an easy game to recommend. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I can see myself recommending it without much hesitation.",True
300047,226840,"I can see why this game has held onto a good reputation. Building out a character felt rewarding, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300048,22450,"This has some clear strengths, even if it did not fully click for me. It stayed engaging in shorter sessions, and it felt easy to settle into what the game was trying to do. I would only recommend it if the genre already appeals to you.",False
300048,3483,"I ended up liking this more than I expected. It never felt too demanding to come back to, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300049,332480,"I ended up liking this more than I expected. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300049,390720,"I had a better time with this than I expected at first. The pacing stayed lively, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300050,239840,"I can understand why people like this, but I felt mixed on parts of it. It had a distinct style that made it memorable, and it felt easy to settle into what the game was trying to do. There is enough here to like, even if I would be selective about recommending it.",False
300050,676820,"This turned out to be an easy game to recommend. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300051,283680,"I had a better time with this than I expected at first. The moment-to-moment gameplay felt sharp, and it felt easy to settle into what the game was trying to do. I would recommend it to the right player.",True
300051,857690,"I had a better time with this than I expected at first. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I would point other people toward it.",True
300052,711660,"I had a better time with this than I expected at first. The world was easy to get invested in, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
300052,518790,"This was a strong fit for what I wanted from the genre. It kept me curious about what came next, and it felt easy to settle into what the game was trying to do. I would easily suggest it to someone who likes this genre.",True
