user_id,app_id,comment,recommended
200000,666940,"I can see why this game has a strong audience. The puzzle design was solid without feeling unfair, and the story kept me interested. For the right player, this is a very easy recommendation.",TRUE
200001,775460,"I can see why this game has a strong audience. Building out a character was satisfying, and the pacing worked well for an adventure game. I would play more of it without much hesitation.",TRUE
200002,952510,"It is a decent game, even if it never fully clicked for me. Building out a character was satisfying, and the progression system felt rewarding, but the experience still loses momentum in places. Whether you like it probably depends on how much you enjoy this genre.",TRUE
200003,988250,"This lands somewhere in the middle for me. The progression system felt rewarding, and the pacing worked well for an adventure game, but the experience still loses momentum in places. Whether you like it probably depends on how much you enjoy this genre.",FALSE
200004,586570,"This lands somewhere in the middle for me. Movement feels better than i expected, and it feels like a small project with real personality, but the experience still loses momentum in places. It is not a must-play, but I can understand why some people enjoy it.",FALSE
200005,941620,"After a few sessions, this one won me over. The combat stayed engaging for a long time, and it has a clear identity instead of feeling generic. It does enough well that I would point other people toward it.",TRUE
200006,357750,"I ended up liking this more than I expected. The moment-to-moment gameplay felt sharp, and the combat stayed engaging for a long time. It is worth trying if this genre is already in your wheelhouse.",TRUE
200007,542350,"After a few sessions, this one won me over. It has a clear identity instead of feeling generic, and the combat stayed engaging for a long time. I would recommend it, especially if the tags already sound appealing to you.",TRUE
200008,872970,"This is an easy game for me to recommend. It feels like a small project with real personality, and it has a clear identity instead of feeling generic. It is worth trying if this genre is already in your wheelhouse.",TRUE
200009,348980,"I wanted to like this more than I did. I could see some appeal because the pacing worked well for an adventure game and it was easy to keep moving from one objective to the next, but the game still felt too uneven overall. I would only recommend it to someone who is already very into this niche.",FALSE
200010,782660,"This was not a terrible game, just a disappointing one for me. I could see some appeal because the systems are detailed enough to stay interesting and the moment-to-moment gameplay felt sharp, but the game still felt too uneven overall. There is something here, but I cannot honestly recommend it as it is.",FALSE
200011,578670,"This was a really solid surprise. It works well as a solo game, and it is easy to enjoy this at your own pace. It does enough well that I would point other people toward it.",TRUE
200012,677040,"I wanted to like this more than I did. I could see some appeal because it feels like a small project with real personality and the pacing worked well for an adventure game, but the game still felt too uneven overall. I would only recommend it to someone who is already very into this niche.",FALSE
